ID,y
1,107.27763366699219
2,108.0243911743164
3,104.64217376708984
4,107.52031707763672
5,111.27581787109375
8,107.15096282958984
10,111.27501678466797
11,107.93302917480469
12,111.2526626586914
14,108.07511901855469
15,111.24635314941406
16,110.55464935302734
17,104.50065612792969
19,108.05538940429688
20,110.61050415039062
21,104.45989227294922
22,111.23884582519531
23,104.3252944946289
26,108.20097351074219
28,105.85985565185547
29,104.26459503173828
33,104.22425079345703
35,108.17485809326172
41,104.52117919921875
42,106.07295227050781
43,111.2169189453125
45,110.54280090332031
46,110.54159545898438
51,107.84309387207031
53,105.48924255371094
55,111.19044494628906
56,108.11985778808594
57,110.41276550292969
58,108.24229431152344
59,110.57952880859375
63,111.18716430664062
64,107.98896026611328
65,110.59365844726562
69,108.19914245605469
71,108.19129943847656
72,110.55363464355469
73,107.95582580566406
76,110.54515838623047
77,110.64574432373047
78,111.01995849609375
82,107.92063903808594
83,110.56112670898438
84,107.69866180419922
85,110.48127746582031
87,110.97505187988281
88,103.95423889160156
89,111.16616821289062
91,107.99102020263672
93,108.10539245605469
94,110.61978149414062
95,107.49455261230469
96,110.9615249633789
97,105.54498291015625
98,111.15399169921875
99,107.9615707397461
101,110.45182800292969
103,111.15493774414062
104,105.01131439208984
105,111.06327819824219
110,108.0423355102539
111,111.14045715332031
113,111.13777160644531
114,105.09930419921875
115,110.33848571777344
117,111.13980102539062
120,105.27630615234375
121,110.92445373535156
122,105.25299072265625
123,111.12431335449219
126,110.96272277832031
132,111.16390991210938
135,110.46257019042969
137,110.38351440429688
138,107.68352508544922
140,107.79386138916016
142,110.26655578613281
144,110.88511657714844
148,104.92854309082031
149,110.87680053710938
155,102.98297882080078
156,110.86476135253906
157,104.81458282470703
162,110.8541488647461
163,107.82975769042969
167,104.43585968017578
172,111.00288391113281
179,111.04851531982422
180,104.54985809326172
181,111.05325317382812
182,107.47916412353516
183,111.05052185058594
185,111.04779052734375
187,111.0450668334961
188,107.45193481445312
189,107.21959686279297
191,103.87171936035156
192,110.2409439086914
193,107.20179748535156
194,111.03550720214844
195,103.81353759765625
196,111.03242492675781
198,107.66343688964844
199,110.78312683105469
201,110.33518981933594
204,107.38404846191406
205,110.19697570800781
206,106.71464538574219
210,107.12476348876953
211,110.17683410644531
216,110.74613952636719
219,110.92057037353516
220,103.44441223144531
221,110.89450073242188
226,110.9902572631836
227,103.34266662597656
228,110.71646118164062
230,110.71134948730469
231,103.9736557006836
235,110.88644409179688
236,107.30705261230469
238,110.69090270996094
242,110.41365051269531
243,107.25740051269531
244,103.03211975097656
245,110.19309997558594
247,110.9631576538086
248,103.77362060546875
249,103.76081085205078
250,110.66023254394531
251,107.19685363769531
253,110.84587860107422
254,103.68426513671875
256,107.155517578125
257,103.63642120361328
258,110.63978576660156
259,107.13040161132812
262,102.82780456542969
266,101.4153823852539
267,110.94022369384766
272,109.99940490722656
273,110.94197082519531
275,103.3364486694336
276,110.5937728881836
279,106.865234375
280,110.11426544189453
283,103.21361541748047
285,110.57141876220703
288,110.91905975341797
289,106.26917266845703
290,110.08467102050781
291,106.78086853027344
292,110.91287994384766
293,110.75748443603516
296,103.03665161132812
297,110.89431762695312
298,110.57693481445312
299,106.69964599609375
304,102.41012573242188
305,106.10861206054688
306,106.41204833984375
307,110.88685607910156
311,110.19621276855469
313,110.87757873535156
314,102.26856994628906
316,106.53135681152344
324,105.85102844238281
327,106.39971160888672
329,102.04792785644531
330,110.8489990234375
337,109.93733215332031
338,106.42876434326172
339,109.93121337890625
340,106.41455841064453
343,102.32931518554688
345,110.62425231933594
346,102.00556182861328
347,110.80789184570312
349,109.59117889404297
350,101.93296813964844
352,110.7984390258789
353,101.8784408569336
354,101.62217712402344
357,106.4353256225586
358,110.78709411621094
362,110.7911605834961
364,109.99201965332031
365,109.70661926269531
366,106.22518920898438
367,110.78152465820312
368,106.21051788330078
370,101.35047149658203
373,106.5577621459961
377,101.27127075195312
378,110.57687377929688
382,109.73955535888672
384,110.33609771728516
390,105.65800476074219
392,110.7147216796875
393,110.54249572753906
395,106.0027084350586
396,109.74829864501953
399,100.94528198242188
406,110.69702911376953
408,110.69282531738281
409,100.67579650878906
410,100.78408813476562
412,110.67195129394531
413,101.17489624023438
419,105.44878387451172
420,110.6557846069336
421,101.03225708007812
430,106.50796508789062
434,105.489501953125
436,105.72259521484375
437,105.89891052246094
438,100.73448181152344
439,110.22631072998047
440,105.87992095947266
443,110.41956329345703
446,105.65086364746094
448,105.82928466796875
452,105.80130767822266
453,109.31925201416016
457,109.5478744506836
458,105.24855041503906
459,109.66227722167969
460,109.30473327636719
462,109.78067779541016
464,109.29644012451172
465,110.38960266113281
467,110.802734375
471,110.55989837646484
472,100.1292724609375
473,99.9437255859375
475,105.364013671875
480,105.83751678466797
488,110.51747131347656
490,110.51248168945312
491,109.30256652832031
492,99.87483215332031
493,105.44115447998047
497,99.7015609741211
498,110.47724151611328
499,105.67767333984375
500,109.27656555175781
501,104.96490478515625
502,110.46770477294922
506,99.6934814453125
510,110.2529067993164
511,99.16596984863281
512,99.40518188476562
