ID,y
1,656992320.0
2,657947328.0
3,648427840.0
4,658398400.0
5,665203136.0
8,664695168.0
10,664425984.0
11,654214592.0
12,649481792.0
14,655874752.0
15,648704768.0
16,650325504.0
17,646949952.0
19,655099968.0
20,652684096.0
21,646330240.0
22,647620480.0
23,645708288.0
26,657008640.0
28,656049984.0
29,644779072.0
33,644158784.0
35,655614528.0
41,644166976.0
42,655125760.0
43,645301696.0
45,646767552.0
46,646612864.0
51,648640640.0
53,645670784.0
55,652845376.0
56,651761216.0
57,641117312.0
58,653296256.0
59,646493312.0
63,651914176.0
64,649061952.0
65,646646976.0
69,651592320.0
71,651282944.0
72,644477952.0
73,647667456.0
76,643858816.0
77,648788864.0
78,639733632.0
82,646272832.0
83,643857024.0
84,643525760.0
85,640569024.0
87,637076992.0
88,636883648.0
89,647886464.0
91,646339648.0
93,647875200.0
94,646155136.0
95,640197312.0
96,635681920.0
97,646606336.0
98,646184960.0
99,645100032.0
101,638089984.0
103,645717888.0
104,642256064.0
105,641326784.0
110,645241536.0
111,644171392.0
113,643861632.0
114,642127360.0
115,631903808.0
117,643549248.0
120,643043776.0
121,631808000.0
122,642733568.0
123,642312448.0
126,634282304.0
132,637287040.0
135,635799360.0
137,632510912.0
138,637595328.0
140,638749760.0
142,627719552.0
144,628244096.0
148,638706496.0
149,627468928.0
155,626501760.0
156,626384384.0
157,637312512.0
162,625454528.0
163,637032512.0
167,633918720.0
172,625311552.0
179,633638656.0
180,633750208.0
181,633636096.0
182,630777152.0
183,633326464.0
185,633016128.0
187,632706816.0
188,629847680.0
189,627255168.0
191,628774080.0
192,623220096.0
193,626635392.0
194,631622336.0
195,628154432.0
196,631312320.0
198,631611456.0
199,619721216.0
201,625572032.0
204,627367872.0
205,621973696.0
206,620289344.0
210,624001216.0
211,621043904.0
216,617086464.0
219,618028224.0
220,624280704.0
221,623351296.0
226,626666112.0
227,623195712.0
228,615227200.0
230,614917632.0
231,625850432.0
235,615548736.0
236,623879360.0
238,613677504.0
242,623230912.0
243,622795456.0
244,616073280.0
245,612722112.0
247,623105216.0
248,623217216.0
249,623061888.0
250,611817856.0
251,621556096.0
253,612760064.0
254,622287872.0
256,620782016.0
257,621823104.0
258,610578112.0
259,620317376.0
262,613283840.0
266,609300928.0
267,620006848.0
272,611591424.0
273,619385408.0
275,619034688.0
276,607788864.0
279,615745472.0
280,613329600.0
283,617795840.0
285,606394496.0
288,617062144.0
289,608510592.0
290,611780096.0
291,613885952.0
292,616442368.0
293,612193920.0
296,615782400.0
297,615360448.0
298,605330304.0
299,612334144.0
304,610951360.0
305,606474560.0
306,608812800.0
307,613807616.0
311,605529856.0
313,612878784.0
314,609402368.0
316,609158720.0
324,601692032.0
327,606912512.0
329,607077568.0
330,610245184.0
337,604184960.0
338,606290816.0
339,603875712.0
340,605980864.0
343,608190848.0
345,598191040.0
346,605880704.0
347,607304576.0
349,595330880.0
350,605261504.0
352,606530752.0
353,604796288.0
354,598715328.0
357,604826048.0
358,605600704.0
362,605289280.0
364,596548928.0
365,596867712.0
366,601951936.0
367,604514304.0
368,601642304.0
370,596235648.0
373,604193408.0
377,599639488.0
378,598710208.0
382,596128832.0
384,590741120.0
390,594172416.0
392,600333760.0
393,596385792.0
395,597458112.0
396,595042368.0
399,591742400.0
406,598473728.0
408,598163392.0
409,594680768.0
410,590036992.0
412,597236416.0
413,597348224.0
419,589678016.0
420,595996992.0
421,596109056.0
430,585559616.0
434,588978368.0
436,591104512.0
437,592434432.0
438,593475520.0
439,582218048.0
440,591969664.0
443,588636928.0
446,589555008.0
448,590730432.0
452,590110848.0
453,579440576.0
457,585589632.0
458,585258624.0
459,576800896.0
460,578355904.0
462,588842432.0
464,577736000.0
465,579595968.0
467,589025920.0
471,588405120.0
472,580429888.0
473,586208640.0
475,585061568.0
480,587619136.0
488,585772288.0
490,585462080.0
491,577343040.0
492,577330688.0
493,583759360.0
497,582491968.0
498,583915584.0
499,584675712.0
500,575948352.0
501,578595136.0
502,583295552.0
506,575161216.0
510,578255552.0
511,576438400.0
512,578719680.0
516,581393536.0
518,577790016.0
519,580662528.0
521,578774016.0
522,569356928.0
526,568736576.0
529,567758464.0
532,567806784.0
533,577564224.0
536,567186880.0
537,572702400.0
539,575143552.0
540,569749632.0
541,574833600.0
543,572086784.0
546,576479936.0
547,575395840.0
548,568652480.0
551,574776000.0
552,564099584.0
556,574282560.0
557,575692032.0
558,574928704.0
559,572044416.0
560,566650496.0
562,566340544.0
566,574298112.0
570,572763008.0
571,571678208.0
572,567769024.0
573,569874944.0
575,562549760.0
576,571833408.0
577,570099968.0
579,571635520.0
580,571214528.0
581,567397440.0
589,570127232.0
591,561846784.0
593,566775488.0
594,563276992.0
595,564028992.0
598,567496256.0
602,567805824.0
604,556649536.0
606,555505664.0
608,564451328.0
609,559057216.0
610,561704576.0
616,565637632.0
617,566398464.0
618,559557696.0
620,557352320.0
622,560628608.0
623,564819776.0
624,552895232.0
626,553240384.0
628,552930368.0
629,562045248.0
630,552620224.0
637,559957184.0
638,557541056.0
643,554695232.0
645,562061248.0
646,561299648.0
648,561596544.0
652,560977216.0
653,558977024.0
654,559751680.0
656,559442048.0
657,557707840.0
659,548696384.0
660,547363840.0
663,558624000.0
664,547351808.0
666,546434112.0
668,557582848.0
669,550666624.0
671,558034432.0
675,556765568.0
677,555259392.0
678,545311040.0
679,547668416.0
682,556330368.0
685,542242176.0
687,550961600.0
688,547762112.0
693,548378944.0
696,548483904.0
698,552634816.0
701,539857856.0
704,550113344.0
705,541157568.0
709,549987712.0
710,548903616.0
711,538213376.0
712,550466816.0
714,538356032.0
715,549350848.0
716,549210944.0
717,545705088.0
720,538833152.0
721,545085056.0
724,539989248.0
725,545073088.0
726,547662208.0
728,547352512.0
731,546873600.0
734,534649184.0
738,542450496.0
745,540591872.0
746,541210752.0
751,535947072.0
754,543313408.0
756,543003840.0
758,531024608.0
759,533526496.0
761,532479264.0
766,540229632.0
767,541003584.0
768,541145984.0
769,529833088.0
770,541488896.0
771,532848160.0
772,528760288.0
773,539144832.0
774,539919360.0
776,528748512.0
777,538525056.0
780,529534944.0
782,531001088.0
787,530226144.0
788,535310464.0
792,537430848.0
793,536976768.0
798,535272704.0
800,536192608.0
806,535270624.0
809,523634464.0
811,523324480.0
812,532454688.0
814,524266368.0
816,525732448.0
817,530816832.0
818,525716128.0
820,533101728.0
823,527450112.0
829,531703104.0
830,522524320.0
831,529511776.0
834,519760640.0
839,528921696.0
841,522000992.0
844,521393088.0
845,524041344.0
848,525404448.0
850,516768384.0
851,516518400.0
852,517540928.0
854,526598560.0
855,528330688.0
856,519533760.0
859,515278592.0
861,526443680.0
864,525049440.0
865,525824448.0
866,525975520.0
867,523935456.0
869,526163168.0
871,523316192.0
872,525047456.0
882,515504832.0
883,518152032.0
885,520279360.0
888,518731072.0
893,521794688.0
901,509507424.0
903,512250976.0
904,520745152.0
905,508150272.0
910,519816576.0
911,507828896.0
914,507363904.0
918,506744000.0
921,517461600.0
928,515135872.0
929,504431168.0
932,508663872.0
933,514642176.0
934,516101120.0
935,514981344.0
937,507124960.0
939,511911040.0
940,506517504.0
941,513122144.0
942,502416640.0
943,514708160.0
944,502106880.0
947,513430016.0
949,508979168.0
951,508669632.0
952,509896608.0
953,504502560.0
954,504490432.0
957,500700032.0
959,511579040.0
960,500528736.0
963,501176928.0
965,510642080.0
967,498542944.0
971,508475072.0
972,501701088.0
973,510063840.0
974,498066080.0
975,497398080.0
978,507355392.0
980,508011200.0
981,508825792.0
984,496516384.0
986,508051296.0
988,507089824.0
989,495741568.0
990,498769248.0
992,495405504.0
996,504602944.0
999,494192064.0
1000,503983904.0
1001,504758176.0
1002,504922784.0
1003,493572224.0
1004,504612672.0
1008,492797312.0
1009,493212256.0
1010,502715072.0
1012,492471296.0
1013,503219872.0
1014,491867680.0
1015,501011072.0
1016,492964224.0
1019,500391360.0
1020,490938080.0
1021,502633216.0
1022,500856544.0
1024,502169440.0
1025,493487872.0
1027,501704704.0
1028,489089984.0
1029,489030272.0
1030,497809824.0
1033,488923296.0
1036,496271904.0
1037,495342816.0
1038,495961984.0
1042,495950176.0
1043,490556192.0
1044,497168288.0
1045,487063648.0
1047,484439296.0
1050,492273824.0
1051,497321120.0
1054,491653952.0
1056,497215168.0
1057,491188992.0
1059,493315488.0
1062,488812352.0
1063,494505600.0
1064,495977024.0
1066,493760192.0
1070,482581632.0
1076,482259936.0
1077,491716576.0
1078,481950112.0
1080,492828960.0
1082,483744928.0
1083,488513600.0
1089,482660032.0
1091,486962080.0
1093,487735008.0
1097,490565568.0
1099,487688704.0
1101,489946496.0
1103,477251040.0
1104,477608960.0
1106,488490272.0
1109,484647680.0
1110,487871136.0
1111,484404128.0
1112,477867456.0
1114,482044288.0
1116,483563168.0
1117,482633696.0
1120,486352928.0
1124,474509472.0
1125,485578752.0
1126,474199520.0
1134,483846176.0
1137,483721312.0
1138,472340000.0
1144,482604256.0
1145,477240416.0
1146,478914272.0
1148,470277600.0
1150,481708928.0
1152,473353088.0
1153,478437472.0
1154,474938496.0
1155,478127488.0
1157,474772800.0
1162,477042464.0
1165,468156192.0
1166,472362080.0
1167,478085472.0
1168,479574272.0
1169,466928704.0
